source,frame_sec,total,no_collision,ttc,comfort,progress,gt_coverage_s,pred_len_m,gt_len_m
transfered,1,0.3776,1.0,1.0,0.0,0.5286,2.90,10.90,20.61
transfered,2,0.0000,0.0,1.0,0.0,0.9699,1.90,12.99,13.39
transfered,3,0.7143,1.0,1.0,0.0,1.0000,0.90,13.50,6.17
transfered,4,0.7143,1.0,1.0,0.0,1.0000,0.00,13.69,0.00
origin,1,0.0000,0.0,0.0,0.0,0.3989,2.90,8.22,20.61
origin,2,0.0000,0.0,1.0,0.0,0.6480,1.90,8.68,13.39
origin,3,0.7143,1.0,1.0,0.0,1.0000,0.90,8.94,6.17
origin,4,0.7143,1.0,1.0,0.0,1.0000,0.00,8.72,0.00
