source,frame_sec,total,no_collision,ttc,comfort,progress,gt_coverage_s,pred_len_m,gt_len_m
transfered,1,0.5876,1.0,1.0,0.0,0.8226,2.90,36.81,44.75
transfered,2,0.5591,1.0,1.0,0.0,0.7828,1.90,22.51,28.75
transfered,3,0.7143,1.0,1.0,0.0,1.0000,0.90,24.67,13.62
transfered,4,0.7143,1.0,1.0,0.0,1.0000,0.00,22.34,0.00
origin,1,0.6845,1.0,1.0,0.0,0.9584,2.90,42.89,44.75
origin,2,0.5365,1.0,1.0,0.0,0.7511,1.90,21.59,28.75
origin,3,0.7143,1.0,1.0,0.0,1.0000,0.90,26.60,13.62
origin,4,0.7143,1.0,1.0,0.0,1.0000,0.00,22.03,0.00
