source,frame_sec,total,no_collision,ttc,comfort,progress,gt_coverage_s,pred_len_m,gt_len_m
transfered,1,0.4705,1.0,1.0,0.0,0.6588,2.90,13.01,19.75
transfered,2,0.3655,1.0,1.0,0.0,0.5117,1.90,6.42,12.54
transfered,3,0.7143,1.0,1.0,0.0,1.0000,0.90,8.48,5.88
transfered,4,0.7143,1.0,1.0,0.0,1.0000,0.00,10.56,0.00
origin,1,0.4056,1.0,1.0,0.0,0.5678,2.90,11.21,19.75
origin,2,0.6558,1.0,1.0,0.0,0.9181,1.90,11.52,12.54
origin,3,0.7143,1.0,1.0,0.0,1.0000,0.90,10.60,5.88
origin,4,0.7143,1.0,1.0,0.0,1.0000,0.00,11.91,0.00
