source,frame_sec,total,no_collision,ttc,comfort,progress,gt_coverage_s,pred_len_m,gt_len_m
transfered,1,0.0000,0.0,0.0,0.0,0.2755,2.90,3.59,13.03
transfered,2,0.2801,1.0,1.0,0.0,0.3921,1.90,3.43,8.74
transfered,3,0.6514,1.0,1.0,0.0,0.9120,0.90,4.04,4.43
transfered,4,0.7143,1.0,1.0,0.0,1.0000,0.00,15.61,0.00
origin,1,0.0000,0.0,0.0,0.0,0.2920,2.90,3.80,13.03
origin,2,0.0000,0.0,1.0,0.0,0.3879,1.90,3.39,8.74
origin,3,1.0000,1.0,1.0,1.0,1.0000,0.90,10.39,4.43
origin,4,0.7143,1.0,1.0,0.0,1.0000,0.00,11.22,0.00
