source,frame_sec,total,no_collision,ttc,comfort,progress,gt_coverage_s,pred_len_m,gt_len_m
transfered,1,0.0000,0.0,1.0,0.0,0.5094,2.90,12.31,24.17
transfered,2,0.4928,1.0,1.0,0.0,0.6900,1.90,10.92,15.83
transfered,3,0.5105,1.0,1.0,1.0,0.3147,0.90,2.36,7.50
transfered,4,0.7143,1.0,1.0,0.0,1.0000,0.00,11.57,0.00
origin,1,0.0000,0.0,1.0,0.0,0.7548,2.90,18.24,24.17
origin,2,0.5922,1.0,1.0,0.0,0.8291,1.90,13.13,15.83
origin,3,0.5269,1.0,1.0,1.0,0.3377,0.90,2.53,7.50
origin,4,0.7143,1.0,1.0,0.0,1.0000,0.00,17.98,0.00
