source,frame_sec,total,no_collision,ttc,comfort,progress,gt_coverage_s,pred_len_m,gt_len_m
transfered,1,0.4244,1.0,1.0,0.0,0.5942,2.90,12.62,21.24
transfered,2,0.4281,1.0,1.0,0.0,0.5994,1.90,8.22,13.72
transfered,3,0.7143,1.0,1.0,0.0,1.0000,0.90,8.07,6.50
transfered,4,0.7143,1.0,1.0,0.0,1.0000,0.00,8.40,0.00
origin,1,0.4172,1.0,1.0,0.0,0.5841,2.90,12.40,21.24
origin,2,0.4031,1.0,1.0,0.0,0.5644,1.90,7.74,13.72
origin,3,0.7143,1.0,1.0,0.0,1.0000,0.90,8.28,6.50
origin,4,0.7143,1.0,1.0,0.0,1.0000,0.00,9.93,0.00
