source,frame_sec,total,no_collision,ttc,comfort,progress,gt_coverage_s,pred_len_m,gt_len_m
transfered,1,0.5141,1.0,1.0,0.0,0.7198,2.90,15.76,21.90
transfered,2,0.4326,1.0,1.0,0.0,0.6056,1.90,8.42,13.90
transfered,3,0.7143,1.0,1.0,0.0,1.0000,0.90,9.43,6.40
transfered,4,0.7143,1.0,1.0,0.0,1.0000,0.00,8.12,0.00
origin,1,0.5845,1.0,1.0,0.0,0.8184,2.90,17.92,21.90
origin,2,0.4968,1.0,1.0,0.0,0.6956,1.90,9.67,13.90
origin,3,0.7143,1.0,1.0,0.0,1.0000,0.90,9.02,6.40
origin,4,0.7143,1.0,1.0,0.0,1.0000,0.00,7.77,0.00
